Course,Level,Marital,Gender,Age,Test,Exam,Total
0,0,0,1,23.0,32.0,23.0,55
0,0,1,0,21.0,24.0,32.0,56
0,0,0,1,23.0,23.0,32.0,55
0,0,1,0,23.0,23.0,33.0,56
0,0,0,1,43.0,22.0,23.0,45
0,0,1,0,23.0,25.0,33.0,58
0,0,0,1,23.0,27.0,43.0,70
0,0,0,1,23.0,33.0,56.0,89
0,0,1,0,22.0,34.0,45.0,79
0,0,0,1,22.0,35.0,56.0,91
0,0,1,0,23.0,36.0,54.0,90
0,0,0,1,23.0,32.0,54.0,86
0,0,1,0,23.0,32.0,56.0,88
0,0,0,1,23.0,32.0,34.0,66
0,0,1,0,23.0,22.0,34.0,56
0,0,0,1,23.0,21.0,34.0,55
0,0,1,0,22.0,24.0,34.0,58
0,0,0,1,23.0,26.0,53.0,79
0,0,1,0,21.0,23.0,54.0,77
0,0,0,1,23.0,27.0,44.0,71
0,0,0,1,21.0,23.0,23.0,46
0,0,1,0,16.0,24.0,34.0,58
0,0,0,1,18.0,25.0,56.0,81
0,0,1,0,19.0,23.0,54.0,77
0,0,0,1,18.0,23.0,56.0,79
0,0,1,0,19.0,23.0,54.0,77
0,0,0,1,18.0,23.0,54.0,77
0,0,1,0,17.0,24.0,56.0,80
0,0,0,1,19.0,24.0,45.0,69
0,0,1,0,23.0,24.0,43.0,67
0,0,0,1,24.0,23.0,43.0,66
0,0,1,0,23.0,23.0,54.0,77
0,0,0,1,23.0,35.0,34.0,69
0,0,0,1,23.0,33.0,32.0,65
0,0,1,0,24.0,35.0,54.0,89
0,0,0,1,25.0,34.0,54.0,88
0,0,1,0,16.0,34.0,45.0,79
0,0,0,1,15.0,34.0,37.0,71
0,0,1,0,12.0,35.0,34.0,69
0,0,0,1,13.0,34.0,32.0,66
0,0,1,0,14.0,35.0,24.0,59
0,0,0,1,12.0,34.0,34.0,68
0,0,1,0,14.0,36.0,32.0,68
0,0,0,1,12.0,32.0,24.0,56
0,0,1,0,31.0,31.0,26.0,57
0,0,0,1,23.0,32.0,21.0,53
0,0,0,1,23.0,34.0,45.0,79
0,0,1,0,45.0,32.0,34.0,66
0,0,0,1,32.0,32.0,32.0,64
0,0,1,0,21.0,33.0,34.0,67
0,0,0,1,23.0,35.0,43.0,78
0,0,1,0,23.0,31.0,43.0,74
0,0,0,1,23.0,23.0,23.0,46
0,0,1,0,23.0,24.0,21.0,45
0,0,0,1,23.0,32.0,21.0,53
0,0,1,0,23.0,32.0,43.0,75
0,0,0,1,23.0,23.0,43.0,66
0,0,1,0,23.0,33.0,43.0,76
0,0,0,1,26.0,23.0,34.0,57
0,0,0,1,16.0,35.0,32.0,67
0,0,1,0,19.0,37.0,32.0,69
0,0,0,1,23.0,34.0,32.0,66
0,0,1,0,22.0,34.0,33.0,67
0,0,0,1,23.0,34.0,54.0,88
0,0,1,0,23.0,34.0,43.0,77
0,0,0,1,24.0,35.0,43.0,78
0,0,1,0,21.0,34.0,54.0,88
0,0,0,1,21.0,33.0,54.0,87
0,0,1,0,21.0,36.0,54.0,90
0,0,0,1,23.0,37.0,45.0,82
0,0,1,0,23.0,34.0,43.0,77
0,0,0,1,21.0,35.0,44.0,79
0,0,0,1,21.0,33.0,35.0,68
0,0,1,0,22.0,34.0,32.0,66
0,0,0,1,22.0,36.0,34.0,70
0,0,1,0,23.0,34.0,32.0,66
0,0,0,1,21.0,36.0,32.0,68
0,0,1,0,23.0,34.0,32.0,66
0,0,0,1,24.0,34.0,24.0,58
0,0,1,0,26.0,35.0,23.0,58
0,0,0,1,22.0,34.0,33.0,67
0,0,1,0,23.0,34.0,44.0,78
0,0,0,1,23.0,35.0,55.0,90
0,0,1,0,21.0,32.0,45.0,77
0,0,0,1,23.0,32.0,43.0,75
0,0,0,1,23.0,32.0,45.0,77
0,0,1,0,23.0,32.0,43.0,75
0,0,0,1,23.0,34.0,45.0,79
0,0,1,0,23.0,32.0,43.0,75
0,0,0,1,23.0,36.0,45.0,81
0,0,1,0,17.0,34.0,43.0,77
0,0,0,1,17.0,32.0,54.0,86
0,0,1,0,23.0,32.0,56.0,88
0,0,0,1,21.0,32.0,45.0,77
0,0,1,0,20.0,33.0,32.0,65
0,0,0,1,23.0,34.0,54.0,88
0,0,1,0,24.0,32.0,44.0,76
0,0,0,1,21.0,23.0,43.0,66
0,0,0,1,34.0,22.0,23.0,45
0,0,1,0,35.0,11.0,12.0,23
0,0,0,1,34.0,23.0,23.0,46
0,0,1,0,23.0,32.0,17.0,49
0,0,0,1,23.0,32.0,23.0,55
0,0,1,0,21.0,24.0,32.0,56
0,0,0,1,23.0,23.0,32.0,55
0,0,1,0,23.0,23.0,33.0,56
0,0,0,1,43.0,22.0,23.0,45
0,0,1,0,23.0,25.0,33.0,58
0,0,0,1,23.0,27.0,43.0,70
0,0,1,0,23.0,33.0,56.0,89
0,0,0,1,22.0,34.0,45.0,79
0,0,0,1,22.0,35.0,56.0,91
0,0,1,0,23.0,36.0,54.0,90
0,0,0,1,23.0,32.0,54.0,86
0,0,1,0,23.0,32.0,56.0,88
0,0,0,1,23.0,32.0,34.0,66
0,0,1,0,23.0,22.0,34.0,56
0,0,0,1,23.0,21.0,34.0,55
0,0,1,0,22.0,24.0,34.0,58
0,0,0,1,23.0,26.0,53.0,79
0,0,1,0,21.0,23.0,54.0,77
0,0,0,1,23.0,27.0,44.0,71
0,0,1,0,21.0,23.0,23.0,46
0,0,0,1,16.0,24.0,34.0,58
0,0,0,1,18.0,25.0,56.0,81
0,0,1,0,19.0,23.0,54.0,77
0,0,0,1,18.0,23.0,56.0,79
0,0,1,0,19.0,23.0,54.0,77
0,0,0,1,18.0,23.0,54.0,77
0,0,1,0,17.0,24.0,56.0,80
0,0,0,1,19.0,24.0,45.0,69
0,0,1,0,23.0,24.0,43.0,67
0,0,0,1,24.0,23.0,43.0,66
0,0,1,0,23.0,23.0,54.0,77
0,0,0,1,23.0,35.0,34.0,69
0,0,1,0,23.0,33.0,32.0,65
0,0,0,1,24.0,35.0,54.0,89
0,0,0,1,25.0,34.0,54.0,88
0,0,1,0,16.0,34.0,45.0,79
0,0,0,1,15.0,34.0,37.0,71
0,0,1,0,12.0,35.0,34.0,69
0,0,0,1,13.0,34.0,32.0,66
0,0,1,0,14.0,35.0,24.0,59
0,0,0,1,12.0,34.0,34.0,68
0,0,1,0,14.0,36.0,32.0,68
0,0,0,1,12.0,32.0,24.0,56
0,0,1,0,31.0,31.0,26.0,57
0,0,0,1,23.0,32.0,21.0,53
0,0,1,0,23.0,34.0,45.0,79
0,0,0,1,45.0,32.0,34.0,66
0,0,0,1,32.0,32.0,32.0,64
0,0,1,0,21.0,33.0,34.0,67
0,0,0,1,23.0,35.0,43.0,78
0,0,1,0,23.0,31.0,43.0,74
0,0,0,1,23.0,23.0,23.0,46
0,0,1,0,23.0,24.0,21.0,45
0,0,0,1,23.0,32.0,21.0,53
0,0,1,0,23.0,32.0,43.0,75
0,0,0,1,23.0,23.0,43.0,66
0,0,1,0,23.0,33.0,43.0,76
0,0,0,1,26.0,23.0,34.0,57
0,0,1,0,16.0,35.0,32.0,67
0,0,0,1,19.0,37.0,32.0,69
0,0,0,1,23.0,34.0,32.0,66
0,0,1,0,22.0,34.0,33.0,67
0,0,0,1,23.0,34.0,54.0,88
0,0,1,0,23.0,34.0,43.0,77
0,0,0,1,24.0,35.0,43.0,78
0,0,1,0,21.0,34.0,54.0,88
0,0,0,1,21.0,33.0,54.0,87
0,0,1,0,21.0,36.0,54.0,90
0,0,0,1,23.0,37.0,45.0,82
0,0,1,0,23.0,34.0,43.0,77
0,0,0,1,21.0,35.0,44.0,79
0,0,1,0,21.0,33.0,35.0,68
0,0,0,1,22.0,34.0,32.0,66
0,0,0,1,22.0,36.0,34.0,70
0,0,1,0,23.0,34.0,32.0,66
0,0,0,1,21.0,36.0,32.0,68
0,0,1,0,23.0,34.0,32.0,66
0,0,0,1,24.0,34.0,24.0,58
0,0,1,0,26.0,35.0,23.0,58
0,0,0,1,22.0,34.0,33.0,67
0,0,1,0,23.0,34.0,44.0,78
0,0,0,1,23.0,35.0,55.0,90
0,0,1,0,21.0,32.0,45.0,77
0,0,0,1,23.0,32.0,43.0,75
0,0,1,0,23.0,32.0,45.0,77
0,0,0,1,23.0,32.0,43.0,75
0,0,0,1,23.0,34.0,45.0,79
0,0,1,0,23.0,32.0,43.0,75
0,0,0,1,23.0,36.0,45.0,81
0,0,1,0,17.0,34.0,43.0,77
0,0,0,1,17.0,32.0,54.0,86
0,0,1,0,23.0,32.0,56.0,88
0,0,0,1,21.0,32.0,45.0,77
0,0,1,0,20.0,33.0,32.0,65
0,0,0,1,23.0,34.0,54.0,88
0,0,1,0,24.0,32.0,44.0,76
0,0,0,1,21.0,23.0,43.0,66
0,0,1,0,34.0,22.0,23.0,45
0,0,0,1,35.0,11.0,12.0,23
0,0,0,1,34.0,23.0,23.0,46
0,0,1,0,23.0,32.0,17.0,49
0,0,0,1,23.0,32.0,23.0,55
0,0,1,0,21.0,24.0,32.0,56
0,0,0,1,23.0,23.0,32.0,55
0,0,1,0,23.0,23.0,33.0,56
0,0,0,1,43.0,22.0,23.0,45
0,0,1,0,23.0,25.0,33.0,58
0,0,0,1,23.0,27.0,43.0,70
0,0,1,0,23.0,33.0,56.0,89
0,0,0,1,22.0,34.0,45.0,79
0,0,1,0,22.0,35.0,56.0,91
0,0,0,1,23.0,36.0,54.0,90
0,0,0,1,23.0,32.0,54.0,86
0,0,1,0,23.0,32.0,56.0,88
0,0,0,1,23.0,32.0,34.0,66
0,0,1,0,23.0,22.0,34.0,56
0,0,0,1,23.0,21.0,34.0,55
0,0,1,0,22.0,24.0,34.0,58
0,0,0,1,23.0,26.0,53.0,79
0,0,1,0,21.0,23.0,54.0,77
0,0,0,1,23.0,27.0,44.0,71
0,0,1,0,21.0,23.0,23.0,46
0,0,0,1,16.0,24.0,34.0,58
0,0,1,0,18.0,25.0,56.0,81
0,0,0,1,19.0,23.0,54.0,77
0,0,0,1,18.0,23.0,56.0,79
0,0,1,0,19.0,23.0,54.0,77
0,0,0,1,18.0,23.0,54.0,77
0,0,1,0,17.0,24.0,56.0,80
0,0,0,1,19.0,24.0,45.0,69
0,0,1,0,23.0,24.0,43.0,67
0,0,0,1,24.0,23.0,43.0,66
0,0,1,0,23.0,23.0,54.0,77
0,0,0,1,23.0,35.0,34.0,69
0,0,1,0,23.0,33.0,32.0,65
0,0,0,1,24.0,35.0,54.0,89
0,0,1,0,25.0,34.0,54.0,88
0,0,0,1,16.0,34.0,45.0,79
0,0,0,1,15.0,34.0,37.0,71
0,0,1,0,12.0,35.0,34.0,69
0,0,0,1,13.0,34.0,32.0,66
0,0,1,0,14.0,35.0,24.0,59
0,0,0,1,12.0,34.0,34.0,68
0,0,1,0,14.0,36.0,32.0,68
1,1,0,1,12.0,32.0,24.0,56
1,1,1,0,31.0,31.0,26.0,57
1,1,1,0,23.0,34.0,45.0,79
1,1,0,1,45.0,32.0,34.0,66
1,1,1,0,32.0,32.0,32.0,64
1,1,0,1,21.0,33.0,34.0,67
1,1,1,0,23.0,35.0,43.0,78
1,1,0,1,23.0,31.0,43.0,74
1,1,1,0,23.0,23.0,23.0,46
1,1,0,1,23.0,24.0,21.0,45
1,1,1,0,23.0,32.0,21.0,53
1,1,0,1,23.0,32.0,43.0,75
1,1,0,1,23.0,23.0,43.0,66
1,1,1,0,23.0,33.0,43.0,76
1,1,0,1,26.0,23.0,34.0,57
1,1,1,0,16.0,35.0,32.0,67
1,1,0,1,19.0,37.0,32.0,69
1,1,1,0,23.0,34.0,32.0,66
1,1,0,1,22.0,34.0,33.0,67
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,23.0,34.0,43.0,77
1,1,1,0,24.0,35.0,43.0,78
1,1,0,1,21.0,34.0,54.0,88
1,1,1,0,21.0,33.0,54.0,87
1,1,0,1,21.0,36.0,54.0,90
1,1,0,1,23.0,37.0,45.0,82
1,1,1,0,23.0,34.0,43.0,77
1,1,0,1,21.0,35.0,44.0,79
1,1,1,0,21.0,33.0,35.0,68
1,1,0,1,22.0,34.0,32.0,66
1,1,1,0,22.0,36.0,34.0,70
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,21.0,36.0,32.0,68
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,24.0,34.0,24.0,58
1,1,1,0,22.0,34.0,33.0,67
1,1,0,1,23.0,34.0,44.0,78
1,1,0,1,23.0,35.0,55.0,90
1,1,1,0,21.0,32.0,45.0,77
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,32.0,45.0,77
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,34.0,45.0,79
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,36.0,45.0,81
1,1,0,1,17.0,34.0,43.0,77
1,1,1,0,17.0,32.0,54.0,86
1,1,1,0,21.0,32.0,45.0,77
1,1,0,1,20.0,33.0,32.0,65
1,1,0,1,23.0,34.0,54.0,88
1,1,1,0,24.0,32.0,44.0,76
1,1,0,1,21.0,23.0,43.0,66
1,1,1,0,34.0,22.0,23.0,45
1,1,0,1,35.0,11.0,12.0,23
1,1,1,0,34.0,23.0,23.0,46
1,1,0,1,23.0,32.0,17.0,49
1,1,1,0,23.0,32.0,23.0,55
1,1,0,1,21.0,24.0,32.0,56
1,1,1,0,23.0,23.0,32.0,55
1,1,0,1,23.0,23.0,33.0,56
1,1,1,0,43.0,22.0,23.0,45
1,1,0,1,23.0,25.0,33.0,58
1,1,0,1,23.0,27.0,43.0,70
1,1,1,0,23.0,33.0,56.0,89
1,1,1,0,22.0,35.0,56.0,91
1,1,0,1,23.0,36.0,54.0,90
1,1,1,0,23.0,32.0,54.0,86
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,23.0,32.0,34.0,66
1,1,0,1,23.0,22.0,34.0,56
1,1,1,0,23.0,21.0,34.0,55
1,1,0,1,22.0,24.0,34.0,58
1,1,1,0,23.0,26.0,53.0,79
1,1,0,1,21.0,23.0,54.0,77
1,1,0,1,23.0,27.0,44.0,71
1,1,1,0,21.0,23.0,23.0,46
1,1,0,1,16.0,24.0,34.0,58
1,1,1,0,18.0,25.0,56.0,81
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,56.0,79
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,54.0,77
1,1,0,1,17.0,24.0,56.0,80
1,1,1,0,19.0,24.0,45.0,69
1,1,0,1,23.0,24.0,43.0,67
1,1,1,0,24.0,23.0,43.0,66
1,1,0,1,23.0,23.0,54.0,77
1,1,0,1,23.0,35.0,34.0,69
1,1,1,0,23.0,33.0,32.0,65
1,1,0,1,24.0,35.0,54.0,89
1,1,1,0,25.0,34.0,54.0,88
1,1,0,1,16.0,34.0,45.0,79
1,1,1,0,15.0,34.0,37.0,71
1,1,0,1,12.0,35.0,34.0,69
1,1,1,0,13.0,34.0,32.0,66
1,1,0,1,14.0,35.0,24.0,59
1,1,1,0,12.0,34.0,34.0,68
1,1,1,0,12.0,32.0,24.0,56
1,1,0,1,31.0,31.0,26.0,57
1,1,0,1,23.0,32.0,21.0,53
1,1,1,0,23.0,34.0,45.0,79
1,1,0,1,45.0,32.0,34.0,66
1,1,1,0,32.0,32.0,32.0,64
1,1,0,1,21.0,33.0,34.0,67
1,1,1,0,23.0,35.0,43.0,78
1,1,0,1,23.0,31.0,43.0,74
1,1,1,0,23.0,23.0,23.0,46
1,1,0,1,23.0,24.0,21.0,45
1,1,1,0,23.0,32.0,21.0,53
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,23.0,43.0,66
1,1,0,1,23.0,33.0,43.0,76
1,1,0,1,26.0,23.0,34.0,57
1,1,1,0,16.0,35.0,32.0,67
1,1,0,1,19.0,37.0,32.0,69
1,1,1,0,23.0,34.0,32.0,66
1,1,0,1,22.0,34.0,33.0,67
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,23.0,34.0,43.0,77
1,1,1,0,24.0,35.0,43.0,78
1,1,0,1,21.0,34.0,54.0,88
1,1,1,0,21.0,33.0,54.0,87
1,1,0,1,21.0,36.0,54.0,90
1,1,1,0,23.0,37.0,45.0,82
1,1,0,1,23.0,34.0,43.0,77
1,1,0,1,21.0,35.0,44.0,79
1,1,1,0,21.0,33.0,35.0,68
1,1,0,1,22.0,34.0,32.0,66
1,1,1,0,22.0,36.0,34.0,70
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,21.0,36.0,32.0,68
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,24.0,34.0,24.0,58
1,1,0,1,26.0,35.0,23.0,58
1,1,0,1,23.0,34.0,44.0,78
1,1,1,0,23.0,35.0,55.0,90
1,1,0,1,21.0,32.0,45.0,77
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,32.0,45.0,77
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,34.0,45.0,79
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,36.0,45.0,81
1,1,0,1,17.0,34.0,43.0,77
1,1,1,0,17.0,32.0,54.0,86
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,21.0,32.0,45.0,77
1,1,0,1,20.0,33.0,32.0,65
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,24.0,32.0,44.0,76
1,1,0,1,21.0,23.0,43.0,66
1,1,1,0,34.0,22.0,23.0,45
1,1,0,1,35.0,11.0,12.0,23
1,1,1,0,34.0,23.0,23.0,46
1,1,0,1,23.0,32.0,17.0,49
1,1,1,0,23.0,32.0,23.0,55
1,1,0,1,21.0,24.0,32.0,56
1,1,0,1,23.0,23.0,33.0,56
1,1,0,1,23.0,25.0,33.0,58
1,1,1,0,23.0,27.0,43.0,70
1,1,0,1,23.0,33.0,56.0,89
1,1,0,1,22.0,34.0,45.0,79
1,1,1,0,22.0,35.0,56.0,91
1,1,0,1,23.0,36.0,54.0,90
1,1,1,0,23.0,32.0,54.0,86
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,23.0,32.0,34.0,66
1,1,0,1,23.0,22.0,34.0,56
1,1,1,0,23.0,21.0,34.0,55
1,1,0,1,22.0,24.0,34.0,58
1,1,1,0,23.0,26.0,53.0,79
1,1,0,1,21.0,23.0,54.0,77
1,1,1,0,23.0,27.0,44.0,71
1,1,0,1,21.0,23.0,23.0,46
1,1,0,1,16.0,24.0,34.0,58
1,1,1,0,18.0,25.0,56.0,81
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,56.0,79
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,54.0,77
1,1,0,1,17.0,24.0,56.0,80
1,1,1,0,19.0,24.0,45.0,69
1,1,0,1,23.0,24.0,43.0,67
1,1,1,0,24.0,23.0,43.0,66
1,1,0,1,23.0,23.0,54.0,77
1,1,1,0,23.0,35.0,34.0,69
1,1,0,1,24.0,35.0,54.0,89
1,1,1,0,25.0,34.0,54.0,88
1,1,0,1,16.0,34.0,45.0,79
1,1,1,0,15.0,34.0,37.0,71
1,1,0,1,12.0,35.0,34.0,69
1,1,1,0,13.0,34.0,32.0,66
1,1,0,1,14.0,35.0,24.0,59
1,1,1,0,12.0,34.0,34.0,68
1,1,0,1,14.0,36.0,32.0,68
1,1,1,0,12.0,32.0,24.0,56
1,1,0,1,31.0,31.0,26.0,57
1,1,1,0,23.0,32.0,21.0,53
1,1,0,1,23.0,34.0,45.0,79
1,1,0,1,45.0,32.0,34.0,66
1,1,1,0,32.0,32.0,32.0,64
1,1,0,1,21.0,33.0,34.0,67
1,1,0,1,23.0,31.0,43.0,74
1,1,1,0,23.0,23.0,23.0,46
1,1,0,1,23.0,24.0,21.0,45
1,1,1,0,23.0,32.0,21.0,53
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,23.0,43.0,66
1,1,0,1,23.0,33.0,43.0,76
1,1,1,0,26.0,23.0,34.0,57
1,1,0,1,16.0,35.0,32.0,67
1,1,0,1,19.0,37.0,32.0,69
1,1,1,0,23.0,34.0,32.0,66
1,1,0,1,22.0,34.0,33.0,67
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,23.0,34.0,43.0,77
1,1,1,0,24.0,35.0,43.0,78
1,1,0,1,21.0,34.0,54.0,88
1,1,1,0,21.0,33.0,54.0,87
1,1,0,1,21.0,36.0,54.0,90
1,1,1,0,23.0,37.0,45.0,82
1,1,0,1,23.0,34.0,43.0,77
1,1,1,0,21.0,35.0,44.0,79
1,1,0,1,21.0,33.0,35.0,68
1,1,0,1,22.0,34.0,32.0,66
1,1,1,0,22.0,36.0,34.0,70
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,21.0,36.0,32.0,68
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,24.0,34.0,24.0,58
1,1,0,1,26.0,35.0,23.0,58
1,1,0,1,23.0,34.0,44.0,78
1,1,1,0,23.0,35.0,55.0,90
1,1,0,1,21.0,32.0,45.0,77
1,1,1,0,23.0,32.0,43.0,75
1,1,0,1,23.0,32.0,45.0,77
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,34.0,45.0,79
1,1,0,1,23.0,32.0,43.0,75
1,1,1,0,23.0,36.0,45.0,81
1,1,0,1,17.0,34.0,43.0,77
1,1,1,0,17.0,32.0,54.0,86
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,21.0,32.0,45.0,77
1,1,0,1,20.0,33.0,32.0,65
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,24.0,32.0,44.0,76
1,1,1,0,21.0,23.0,43.0,66
1,1,0,1,34.0,22.0,23.0,45
1,1,0,1,35.0,11.0,12.0,23
1,1,1,0,34.0,23.0,23.0,46
1,1,0,1,23.0,32.0,17.0,49
1,1,1,0,23.0,32.0,23.0,55
1,1,0,1,21.0,24.0,32.0,56
1,1,1,0,23.0,23.0,32.0,55
1,1,0,1,23.0,23.0,33.0,56
1,1,1,0,43.0,22.0,23.0,45
1,1,0,1,23.0,25.0,33.0,58
1,1,1,0,23.0,27.0,43.0,70
1,1,0,1,23.0,33.0,56.0,89
1,1,1,0,22.0,34.0,45.0,79
1,1,0,1,22.0,35.0,56.0,91
1,1,0,1,23.0,36.0,54.0,90
1,1,1,0,23.0,32.0,54.0,86
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,23.0,32.0,34.0,66
1,1,0,1,23.0,22.0,34.0,56
1,1,1,0,23.0,21.0,34.0,55
1,1,0,1,22.0,24.0,34.0,58
1,1,1,0,23.0,26.0,53.0,79
1,1,0,1,21.0,23.0,54.0,77
1,1,0,1,21.0,23.0,23.0,46
1,1,1,0,16.0,24.0,34.0,58
1,1,0,1,18.0,25.0,56.0,81
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,56.0,79
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,54.0,77
1,1,0,1,17.0,24.0,56.0,80
1,1,1,0,19.0,24.0,45.0,69
1,1,0,1,23.0,24.0,43.0,67
1,1,1,0,24.0,23.0,43.0,66
1,1,0,1,23.0,23.0,54.0,77
1,1,1,0,23.0,35.0,34.0,69
1,1,0,1,23.0,33.0,32.0,65
1,1,1,0,24.0,35.0,54.0,89
1,1,0,1,25.0,34.0,54.0,88
1,1,0,1,16.0,34.0,45.0,79
1,1,1,0,15.0,34.0,37.0,71
1,1,0,1,12.0,35.0,34.0,69
1,1,1,0,13.0,34.0,32.0,66
1,1,0,1,14.0,35.0,24.0,59
1,1,1,0,12.0,34.0,34.0,68
1,1,0,1,14.0,36.0,32.0,68
1,1,1,0,12.0,32.0,24.0,56
1,1,0,1,31.0,31.0,26.0,57
1,1,1,0,23.0,32.0,21.0,53
1,1,0,1,23.0,34.0,45.0,79
1,1,1,0,45.0,32.0,34.0,66
1,1,0,1,32.0,32.0,32.0,64
1,1,0,1,21.0,33.0,34.0,67
1,1,1,0,23.0,35.0,43.0,78
1,1,1,0,23.0,23.0,23.0,46
1,1,0,1,23.0,24.0,21.0,45
1,1,1,0,23.0,32.0,21.0,53
1,1,0,1,23.0,32.0,43.0,75
1,1,0,1,23.0,33.0,43.0,76
1,1,1,0,26.0,23.0,34.0,57
1,1,0,1,16.0,35.0,32.0,67
1,1,1,0,19.0,37.0,32.0,69
1,1,0,1,23.0,34.0,32.0,66
1,1,0,1,22.0,34.0,33.0,67
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,23.0,34.0,43.0,77
1,1,1,0,24.0,35.0,43.0,78
1,1,0,1,21.0,34.0,54.0,88
1,1,1,0,21.0,33.0,54.0,87
1,1,0,1,21.0,36.0,54.0,90
1,1,1,0,23.0,37.0,45.0,82
1,1,0,1,23.0,34.0,43.0,77
1,1,1,0,21.0,35.0,44.0,79
1,1,0,1,21.0,33.0,35.0,68
1,1,1,0,22.0,34.0,32.0,66
1,1,0,1,22.0,36.0,34.0,70
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,21.0,36.0,32.0,68
1,1,0,1,23.0,34.0,32.0,66
1,1,1,0,24.0,34.0,24.0,58
1,1,0,1,26.0,35.0,23.0,58
1,1,1,0,22.0,34.0,33.0,67
1,1,0,1,23.0,34.0,44.0,78
1,1,1,0,23.0,35.0,55.0,90
1,1,0,1,21.0,32.0,45.0,77
1,1,1,0,23.0,32.0,43.0,75
1,1,0,1,23.0,32.0,45.0,77
1,1,1,0,23.0,32.0,43.0,75
1,1,0,1,23.0,34.0,45.0,79
1,1,1,0,23.0,36.0,45.0,81
1,1,0,1,17.0,34.0,43.0,77
1,1,1,0,17.0,32.0,54.0,86
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,21.0,32.0,45.0,77
1,1,0,1,20.0,33.0,32.0,65
1,1,1,0,23.0,34.0,54.0,88
1,1,0,1,24.0,32.0,44.0,76
1,1,1,0,21.0,23.0,43.0,66
1,1,0,1,34.0,22.0,23.0,45
1,1,1,0,35.0,11.0,12.0,23
1,1,0,1,34.0,23.0,23.0,46
1,1,0,1,23.0,32.0,17.0,49
1,1,1,0,23.0,32.0,23.0,55
1,1,0,1,21.0,24.0,32.0,56
1,1,1,0,23.0,23.0,32.0,55
1,1,0,1,23.0,23.0,33.0,56
1,1,1,0,43.0,22.0,23.0,45
1,1,0,1,23.0,25.0,33.0,58
1,1,1,0,23.0,27.0,43.0,70
1,1,0,1,23.0,33.0,56.0,89
1,1,1,0,22.0,34.0,45.0,79
1,1,0,1,22.0,35.0,56.0,91
1,1,1,0,23.0,36.0,54.0,90
1,1,0,1,23.0,32.0,56.0,88
1,1,1,0,23.0,32.0,34.0,66
1,1,0,1,23.0,22.0,34.0,56
1,1,1,0,23.0,21.0,34.0,55
1,1,0,1,22.0,24.0,34.0,58
1,1,1,0,23.0,26.0,53.0,79
1,1,0,1,21.0,23.0,54.0,77
1,1,1,0,23.0,27.0,44.0,71
1,1,0,1,21.0,23.0,23.0,46
1,1,1,0,16.0,24.0,34.0,58
1,1,0,1,18.0,25.0,56.0,81
1,1,1,0,19.0,23.0,54.0,77
1,1,0,1,18.0,23.0,56.0,79
1,1,0,1,19.0,23.0,54.0,77
1,1,1,0,18.0,23.0,54.0,77
1,1,0,1,17.0,24.0,56.0,80
1,1,1,0,19.0,24.0,45.0,69
1,1,0,1,23.0,24.0,43.0,67
1,1,1,0,24.0,23.0,43.0,66
1,1,0,1,23.0,23.0,54.0,77
1,1,1,0,23.0,35.0,34.0,69
1,1,0,1,23.0,33.0,32.0,65
1,1,1,0,24.0,35.0,54.0,89
1,1,1,0,16.0,34.0,45.0,79
1,1,0,1,15.0,34.0,37.0,71
1,1,0,1,12.0,35.0,34.0,69
1,1,1,0,13.0,34.0,32.0,66
